title,link
PostgreSQL Maintenance Releases: 9.3.2; 9.2.6; 9.1.11; 9.0.15; and 8.4.19,http://www.postgresql.org/about/news/1492/
Why You Need to Apply (December 5th's) Update(s) Real Soon,http://www.databasesoup.com/2013/12/why-you-need-to-apply-todays-update.html
What does “Fix VACUUM’s tests to see whether it can update relfrozenxid” really mean?,http://www.depesz.com/2013/12/06/what-does-fix-vacuums-tests-to-see-whether-it-can-update-relfrozenxid-really-mean/
PostgreSQL Disaster Recovery with Barman (PGConf.EU 2013),http://www.slideshare.net/GabrieleBartolini/postgresql-disaster-recovery-with-barman-pgconfeu-2013?ref=http%3A%2F%2Fwww.slideshare.net%2FGabrieleBartolini
The Power of Subqueries in PostgreSQL,http://www.konstantingreger.net/the-power-of-subqueries-in-postgresql/
Postgres NOTIFY for cache busting and more,http://www.chrisstucchio.com/blog/2013/postgres_external_triggers.html
PgREST: A JSON Document Store Running Inside PostgreSQL,http://pgre.st/
Heroku Postgres - Fully managed Postgres on EC2,https://postgres.heroku.com/&utm_campaign=emailbanner
,https://postgres.heroku.com/&utm_campaign=emailbanner
Craig Kerstiens,http://craigkerstiens.com/

