title,link
Archives,http://postgresweekly.com/issues
PostgreSQL Conference Europe 2014 (Madrid; Oct 21-24),http://2014.pgconf.eu/
PostgreSQL Command Line Cheat Sheet,http://blog.jasonmeridth.com/posts/postgresql-command-line-cheat-sheet/
Postgres Performance for Humans [video],http://pyvideo.org/video/2641/postgres-performance-for-humans
slides here,https://speakerdeck.com/pycon2014/postgres-performance-for-humans-by-craig-kerstiens
Speeding Up Saving Millions of ORM Objects in PostgreSQL,http://blog.endpoint.com/2014/04/speeding-up-saving-millions-of-orm.html
Heroku Postgres - Fully managed Postgres on EC2,https://postgres.heroku.com/&utm_campaign=emailbanner
,https://postgres.heroku.com/&utm_campaign=emailbanner
Postgresql Array and Hstore Column Reference (for Rubyists),http://tastehoneyco.com/blog/postgresql-array-and-hstore-column-reference/
Postgres Open 2014 - Call for Papers Now Open,http://www.postgresql.org/about/news/1512/
Craig Kerstiens,http://craigkerstiens.com/

