title,link
,http://bitcoinweekly.com/
[pdf] Innovations in payment technologies and the emergence of digital currencies,http://www.bankofengland.co.uk/publications/Documents/quarterlybulletin/2014/qb14q3digitalcurrenciesbitcoin1.pdf
Why I'm investing in bitcoins (Updated),http://www.vox.com/2014/9/5/6086171/why-im-investing-in-bitcoins
Check out IBM’s proposal for an internet of things architecture using Bitcoin’s block chain tech,https://gigaom.com/2014/09/09/check-out-ibms-proposal-for-an-internet-of-things-architecture-using-bitcoins-block-chain-tech/
[pdf] Pantera's august newsletter,https://cdn.panteracapital.com/wp-content/uploads/Pantera-Bitcoin-Letter-August-2014-31.pdf
What Does it Really Cost to Buy and Sell Bitcoins?,http://blog.kraken.com/post/97016109057/what-does-it-really-cost-to-buy-and-sell-bitcoins
First World Solutions; Third World Problems? — Medium,https://medium.com/@Cryptonight/first-world-problems-third-world-solutions-9b6673f72609
The Hottest Sectors in Bitcoin; Ranked by Venture Capital Flow,http://www.coindesk.com/hottest-sectors-bitcoin-ranked-venture-capital-flow/
Value Added Tax (VAT) & Bitcoin – A Summary – Bitcoin Magazine,http://bitcoinmagazine.com/16197/value-added-tax-vat-bitcoin-summary/
Coinbase Responds To New York's Recently Proposed BitLicense,http://blog.coinbase.com/post/97098663832/coinbase-responds-to-new-yorks-recently-proposed
Coinbase Expands Internationally; Now Available In 14 Countries,http://blog.coinbase.com/post/97170793362/coinbase-expands-internationally-now-available-in-14
Hands-On With Trezor,http://codinginmysleep.com/hands-on-with-trezor/
BTChip Launches Multi-Signature USB Bitcoin Wallet,http://www.coindesk.com/btchip-launches-multi-signature-usb-bitcoin-wallet/
Gem Is A Bitcoin API To Seamlessly Build Bitcoin Services With Bank-Grade Security | TechCrunch,http://techcrunch.com/2014/09/08/gem-is-a-bitcoin-api-to-seamlessly-build-bitcoin-services-with-bank-grade-security/?ncid=twittersocialshare
[pdf] The Ripple Protocol Consensus Algorithm,https://ripple.com/files/ripple_consensus_whitepaper.pdf
The Stellar Report,https://www.stellar.org/blog/stellar-report-sept-2014/
pycoind,http://www.pycoind.org/#tab-downloads
Stealth messages in bitcore2,https://github.com/ryanxcharles/bitcore2/blob/master/lib/expmt/stealthmessage.js
Stanislas Marion,https://twitter.com/stanmarion

