title,link
,http://bitcoinweekly.com/
Out of the Spotlight; Bitcoin Gains Legitimacy,http://www.wired.com/2014/09/bitcoin-gains-legitimacy
The BoE opens Pandora’s Bitcoin box,http://ftalphaville.ft.com/2014/09/11/1967182/the-boe-opens-pandoras-bitcoin-box/
Why Wall Street has yet to enter Bitcoin,http://jackcliu.com/post/97546140332/why-wall-street-has-yet-to-enter-bitcoin
Sound Smart at #BitcoinConf,http://two-bit-idiot.tumblr.com/post/97561749484/sound-smart-at-bitcoinconf
It’s time to bring Bitcoin and cryptocurrencies into the computer science curriculum,https://freedom-to-tinker.com/blog/randomwalker/its-time-to-bring-bitcoin-and-cryptocurrencies-into-the-computer-science-curriculum/
Everyone's a Scammer,http://nakamotoinstitute.org/mempool/everyones-a-scammer/
TeraExchange Receives US Approval to Launch First Bitcoin Derivative,http://www.coindesk.com/teraexchange-bitcoin-derivative-cftc/
Some Crypto Quibbles with Threadneedle Street,http://cryptonomics.org/2014/09/16/some-crypto-quibbles-with-threadneedle-street/
Layman's Guide to Elliptic Curve Digital Signatures,http://www.royalforkblog.com/2014/09/04/ecc/
Koinify Raises $1 Million for Smart Corporation Crowdfunding Platform,http://www.coindesk.com/koinify-1-million-smart-corporation-crowdfunding/
GreenAddress’ HD wallets and “sub” accounts,http://blog.greenaddress.it/2014/09/15/greenaddress-hd-wallets-and-sub-accounts/
New Exchange SFOX Aims to Find Traders the Best Bitcoin Price,http://www.coindesk.com/new-exchange-sfox-aims-find-traders-best-bitcoin-price/
Bitcoin API Developer Gem Raises $2 Million in Seed Funding,http://www.coindesk.com/bitcoin-api-developer-gem-raises-2m-funding/
CEX.io Joins Bitcoin API Race With Launch of PlugChain,http://www.coindesk.com/cex-io-joins-bitcoin-api-race-launch-plugchain/
Bitfinex Launches Tradable Mining Contracts Beta,http://www.coindesk.com/bitfinex-launches-tradable-mining-contracts/
Luxembourg Startup CoinPlus Closes Seed Funding Round,http://www.coindesk.com/luxembourg-startup-coinplus-closes-seed-funding-round/
Huobi Launches USD Exchange With 24/7 Customer Support,http://www.coindesk.com/huobi-launches-usd-exchange-247-customer-helpline/
Scalability; Part 1: Building on Top,https://blog.ethereum.org/2014/09/17/scalability-part-1-building-top/
An Open Source Bitcoin Node For Developers by Coinbase,http://blog.coinbase.com/post/97671295752/introducing-toshi-an-open-source-bitcoin-node-for
Running the Bitcoin core daemon as a Docker container,https://medium.com/@abrkn/running-the-bitcoin-core-daemon-as-a-docker-container-7d290affa56b
breadwallet iOS bitcoin wallet,https://github.com/voisine/breadwallet
The Ultimate Wallet,http://blog.oleganza.com/post/97712649288/the-ultimate-wallet
Lighthouse alpha now open source,http://blog.vinumeris.com/2014/09/12/lighthouse-alpha-now-open-source/
Stanislas Marion,https://twitter.com/stanmarion

