title,link
Announcing Xamarin 2.0: Create iOS; Android and Mac apps in C#,http://blog.xamarin.com/announcing-xamarin-2.0/?utm_source=statuscode&utm_medium=email
Coding Confessional: Airing Dirty Developer Laundry,http://www.codingconfessional.com/?utm_source=statuscode&utm_medium=email
NGINX Announces Support for WebSocket Protocol,http://nginx.com/news/nginx-websockets.html?utm_source=statuscode&utm_medium=email
Oracle Announces General Availability of NetBeans IDE 7.3,http://www.oracle.com/us/corporate/press/1910978?utm_source=statuscode&utm_medium=email
Online jQuery Training from the Experts at Bocoup,http://www.eventbrite.com/event/5170591378/statuscode?utm_source=statuscode&utm_medium=email
,http://www.eventbrite.com/event/5170591378/statuscode?utm_source=statuscode&utm_medium=email
QEMU 1.4.0,http://permalink.gmane.org/gmane.comp.emulators.qemu/194776?utm_source=statuscode&utm_medium=email
Riak 1.3,http://basho.com/introducing-riak-1-3/?utm_source=statuscode&utm_medium=email
Linux 3.8,http://kernelnewbies.org/LinuxChanges?utm_source=statuscode&utm_medium=email
Duke Nukem 3D Code Review,http://fabiensanglard.net/duke3d/index.php?utm_source=statuscode&utm_medium=email
Monkey-Patching iOS with Objective-C Categories Part III: Swizzling,http://blog.carbonfive.com/2013/02/20/monkey-patching-ios-with-objective-c-categories-part-iii-swizzling/?utm_source=statuscode&utm_medium=email
Drawing The Native/Web Line in Basecamp for iPhone,http://37signals.com/svn/posts/3438-drawing-the-nativeweb-line-in-basecamp-for-iphone?utm_source=statuscode&utm_medium=email
Learn Git Branching,http://pcottle.github.com/learnGitBranching/?utm_source=statuscode&utm_medium=email
The Perl Renaissance,http://lanyrd.com/2013/linuxconfau/szzxt/?utm_source=statuscode&utm_medium=email
Forth Warrior,https://github.com/JohnEarnest/Mako/tree/master/games/Warrior2?utm_source=statuscode&utm_medium=email
Write Yourself a Haskell... in Lisp,http://gergo.erdi.hu/blog/2013-02-17-write_yourself_a_haskell..._in_lisp/?utm_source=statuscode&utm_medium=email
5 Reasons Why in 5 Years Desktop IDEs Will Be Dead,http://architects.dzone.com/articles/5-reasons-why-5-years-desktop?utm_source=statuscode&utm_medium=email
A Type Driven Approach to Functional Design [video],http://www.infoq.com/presentations/Type-Functional-Design?utm_source=statuscode&utm_medium=email
Short Text Language Detection with Infinity-Gram,http://www.slideshare.net/shuyo/short-text-language-detection-with-infinitygram-12949447?utm_source=statuscode&utm_medium=email
Security Engineering: A Guide to Building Dependable Distributed Systems,http://www.cl.cam.ac.uk/~rja14/book.html?utm_source=statuscode&utm_medium=email
,http://www.cl.cam.ac.uk/~rja14/book.html?utm_source=statuscode&utm_medium=email
Fluxcapacitor: POSIX Time Function Spoofing,https://github.com/majek/fluxcapacitor#readme?utm_source=statuscode&utm_medium=email
BundleScout: E-mail Notifications of Library Updates,https://bundlescout.com/?utm_source=statuscode&utm_medium=email
supports Ruby and gems.,http://bundlescout.tumblr.com/post/43015432727/now-with-gems
BOXEN: Automate The Pain Out of Your Development Environment,http://boxen.github.com/?utm_source=statuscode&utm_medium=email
Redish: A Multi-Threaded; TCP; Key-Value Store Inspired by Redis; Implemented in Haskell,https://github.com/honza/redish?utm_source=statuscode&utm_medium=email
Interactive Vim tutorial,http://www.openvim.com/tutorial.html?utm_source=statuscode&utm_medium=email
Implementing a D-Bus Daemon in C,http://blog.damienradtke.org/dbus-daemon/?utm_source=statuscode&utm_medium=email
The Vivid Schemer,http://vivid.chengyichao.info/?utm_source=statuscode&utm_medium=email
WebQuake: An HTML5 WebGL port of Quake,https://github.com/SiPlus/WebQuake?utm_source=statuscode&utm_medium=email
A nice; little known C feature: Static array indices in parameter declarations,http://hamberg.no/erlend/posts/2013-02-18-static-array-indices.html?utm_source=statuscode&utm_medium=email
Building an MP3 Player with Qt5,http://www.meetingcpp.com/index.php/br/items/building-an-mp3-player-with-qt5.html?utm_source=statuscode&utm_medium=email
The second-order-diff Git trick,http://blog.moertel.com/posts/2013-02-18-git-second-order-diff.html?utm_source=statuscode&utm_medium=email
Developing An End-to-End Windows Store App Using JavaScript: Hilo,http://msdn.microsoft.com/en-us/library/windows/apps/jj674095.aspx?utm_source=statuscode&utm_medium=email
On Compilers and Interpreters: A List of Handy Links and Resources,http://yawnt.github.com/blog/2013/02/15/on-compilers-and-interpreters/?utm_source=statuscode&utm_medium=email
Python vs Node.js vs PyPy Benchmarks,http://blog.kgriffs.com/2012/11/13/python-vs-node-vs-pypy-benchmarks.html?utm_source=statuscode&utm_medium=email
A Quiz About Integers in C,http://blog.regehr.org/archives/721?utm_source=statuscode&utm_medium=email
Performance-Wise; C# Trumps Java,http://www.datacenteracceleration.com/author.asp?section_id=2933
Git merge vs. rebase,http://mislav.uniqpath.com/2013/02/merge-vs-rebase/?utm_source=statuscode&utm_medium=email
Web Application Developer for Big Nerd Ranch,http://bignerdranch.theresumator.com/apply/PPxl0c/Web-Application-Developer.html?source=RubyWeekly
Senior Engineer at State (London) - new global platform for opinions,http://jobs.state.com/apply/M6YbAD/Senior-Software-Developer.html?utm_source=statuscode&utm_medium=email
Full-stack Web App Engineer for fast-growing SaaS company,https://gist.github.com/lylo/aa7d782ca200a954e462?utm_source=statuscode&utm_medium=email

