title,link
Programmer Interrupted,http://blog.ninlabs.com/2013/01/programmer-interrupted/?utm_source=statuscode&utm_medium=email
Implementing a Language with LLVM,http://llvm.org/docs/tutorial/LangImpl1.html?utm_source=statuscode&utm_medium=email
Microsoft Warms Up to git,http://blogs.msdn.com/b/bharry/archive/2013/01/30/git-init-vs.aspx?utm_source=statuscode&utm_medium=email
Waza 2013: Heroku's Developer Event - February 28; San Francisco,https://waza.heroku.com/2013?utm_source=statuscode&utm_medium=email
The C++ Grandmaster Certification,http://www.cppgm.org/index.html?utm_source=statuscode&utm_medium=email
Using Artificial Intelligence to Write Self-Modifying/Improving Programs,http://www.primaryobjects.com/CMS/Article149.aspx?utm_source=statuscode&utm_medium=email
Xcode 4.6,https://developer.apple.com/library/mac/#releasenotes/DeveloperTools/RN-Xcode/#//apple_ref/doc/uid/TP40001051-SW216?utm_source=statuscode&utm_medium=email
What to expect out of MongoDB 2.4,http://jtfreeman.blogspot.co.uk/2013/02/what-to-expect-out-of-mongodb-24.html?utm_source=statuscode&utm_medium=email
MySQL 5.6: What's New in Performance; Scalability and Availability,https://blogs.oracle.com/MySQL/entry/mysql_5_6_is_a?utm_source=statuscode&utm_medium=email
O'Reilly Releases 'Coding with Coda' by Eric Gruber,http://shop.oreilly.com/product/0636920028215.do?utm_source=statuscode&utm_medium=email
Eclipse Foundation Announces Release of Hudson 3.0,http://eclipse.org/org/press-release/20130123_hudson3.php?utm_source=statuscode&utm_medium=email
Scala 2.10.0 now available,http://www.scala-lang.org/node/27499?utm_source=statuscode&utm_medium=email
Ada 2012 Language Standard Approved by ISO,http://www.adacore.com/press/ada-2012-language-approved?utm_source=statuscode&utm_medium=email
GNU sed 4.2.2 released; and a rant from the maintainer,http://article.gmane.org/gmane.comp.lang.smalltalk.gnu.general/7873?utm_source=statuscode&utm_medium=email
LLVM 3.2 Released,http://llvm.org/releases/3.2/docs/ReleaseNotes.html?utm_source=statuscode&utm_medium=email
Why C++ Is Not 'Back',http://simpleprogrammer.com/2012/12/01/why-c-is-not-back/?utm_source=statuscode&utm_medium=email
New Programming Language Spotlight: Bandicoot,http://www.youtube.com/watch?v=k6vizYkPFEg&list=SP586C8FE242700A4D&index=36&cmp=tw-code-pdcst-bandicoot
Why does Google append 'while(1);' in front of their JSON responses?,http://stackoverflow.com/q/2669690/3951?utm_source=statuscode&utm_medium=email
New School C,http://radar.oreilly.com/2012/12/c-programming-language-ben-klemens.html?utm_source=statuscode&utm_medium=email
