title,link
,http://rackspace.com/
Understanding SQL's NULL,https://www.periscope.io/blog/understanding-sql-null.html
Presto: Distributed SQL Query Engine for Big Data,https://prestodb.io/
Using Elasticsearch with SQL Server,http://blog.pluralsight.com/elasticsearch-and-sql-server
Batch; Streaming and Serving: Dive into Hortonworks Data Platform version 2.2,http://www.rackspace.com/blog/batch-streaming-and-serving-hortonworks-data-platform-version-2-2-is-here/
Learn More.,http://www.rackspace.com/blog/batch-streaming-and-serving-hortonworks-data-platform-version-2-2-is-here/
,http://www.rackspace.com/blog/batch-streaming-and-serving-hortonworks-data-platform-version-2-2-is-here/
Using MongoDB with Spark,https://databricks.com/blog/2015/03/20/using-mongodb-with-spark.html
A Million Rows Isn't Cool. You Know What's Cool? A Billion Rows.,http://radar.oreilly.com/2015/02/a-million-rows-isnt-cool-you-know-whats-cool-a-billion-rows.html
SQL School,http://sqlschool.modeanalytics.com/the-basics/introduction.html
Database Administrator (Blacksburg; VA),https://uscareers-rackspace.icims.com/jobs/11568/database-administrator/job
Learn More.,https://uscareers-rackspace.icims.com/jobs/11568/database-administrator/job
Hello World; ZeroDB Here,http://blog.zerodb.io/hello-world-zerodb-here/
Announcing The RethinkDB 2.0 Release Candidate,http://rethinkdb.com/blog/2.0-release-candidate/
MongoDB 3.0.1 Released,https://groups.google.com/d/msg/mongodb-user/A5vk4RZceGc/RqeLe7IWVPcJ
Embedded Analytics Goes Mainstream,http://www.datanami.com/2015/03/17/embedded-analytics-goes-mainstream/
MongoDB 3.1.0 (Developer Only Release) Released,https://groups.google.com/d/msg/mongodb-dev/rHe0EmxkIcc/OCouB60v248J
Amazon RDS for PostgreSQL Adds Support for 9.4.1,http://aws.amazon.com/about-aws/whats-new/2015/03/amazon-rds-for-postgresql-now-supports-94/
MemSQL Brings Geospatial Analysis to In-Memory; Distributed Databases,http://www.marketwired.com/press-release/memsql-brings-geospatial-analysis-to-in-memory-distributed-databases-2001185.htm
How to Backup your AWS Cloud-based PostgreSQL Database,http://www.n2ws.com/blog/how-to-backup-your-aws-cloud-based-postgresql-database.html
Visual Representations of SQL Joins,http://www.codeproject.com/Articles/33052/Visual-Representation-of-SQL-Joins
Tinder is Scaling with MongoDB and Some Help from ObjectRocket,http://thenewstack.io/tinder-is-scaling-with-mongodb-and-some-help-from-objectrocket/
Performance Testing MongoDB 3.0: Throughput Improvements Measured with YCSB,https://www.mongodb.com/blog/post/performance-testing-mongodb-30-part-1-throughput-improvements-measured-ycsb
Why I Choose PostgreSQL Over MySQL/MariaDB,http://news.dice.com/2015/03/19/why-i-choose-postgresql-over-mysqlmariadb/
Dropping A Column in SQLite Is A Blood Bath,https://medium.com/@baudoui/dropping-a-column-in-sqlite-9d7613e73ae5
Generate Test Data Instantly with dbForge Data Generator for SQL Server,http://www.devart.com/news/2015/dbforgesqldatagenerator.html

